,904306.3.peg.244,904306.3.peg.90,904306.3.peg.1884,904306.3.peg.752,904306.3.peg.1830,904306.3.peg.135,904306.3.peg.353,904306.3.peg.240,904306.3.peg.1338,904306.3.peg.1927,904306.3.peg.1979
Streptococcus vestibularis_gapfilled_145,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_598,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_994,True,False,True,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_0,False,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_841,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_636,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_599,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_596,True,False,True,True,True,False,False,True,False,True,True
Streptococcus vestibularis_gapfilled_801,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_223,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_833,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_679,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_478,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_890,True,False,True,True,False,True,True,False,False,False,False
Streptococcus vestibularis_gapfilled_58,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_709,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_813,True,False,False,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_457,True,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_804,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_11,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_734,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_312,False,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_561,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_73,True,False,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_465,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_907,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_608,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_316,True,False,True,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_548,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_861,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_580,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_909,True,False,True,True,False,True,True,False,True,False,False
Streptococcus vestibularis_gapfilled_811,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_497,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_203,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_354,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_68,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_952,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_893,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_326,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_614,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_39,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_128,True,True,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_587,True,True,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_214,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_660,False,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_437,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_916,True,False,True,True,True,False,False,True,False,True,True
Streptococcus vestibularis_gapfilled_651,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_873,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_659,True,False,False,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_510,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_843,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_160,False,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_190,True,False,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_387,True,False,True,False,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_716,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_868,True,True,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_471,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_700,False,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_402,False,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_189,False,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_441,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_91,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_990,True,False,False,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_718,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_427,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_187,True,False,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_733,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_653,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_640,True,False,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_630,False,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_848,False,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_85,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_244,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_382,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_389,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_178,True,False,True,True,False,True,True,False,False,False,True
Streptococcus vestibularis_gapfilled_644,True,False,True,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_341,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_276,True,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_676,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_594,True,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_486,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_937,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_445,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_72,True,False,True,True,False,False,True,True,False,False,False
Streptococcus vestibularis_gapfilled_372,True,True,True,True,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_278,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_821,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_476,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_248,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_130,False,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_461,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_215,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_856,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_786,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_116,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_391,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_807,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_814,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_717,True,True,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_719,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_262,True,False,True,True,True,False,False,True,False,True,False
Streptococcus vestibularis_gapfilled_233,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_576,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_119,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_866,True,False,True,True,True,False,False,True,False,True,True
Streptococcus vestibularis_gapfilled_683,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_860,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_205,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_867,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_511,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_435,True,False,True,False,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_923,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_353,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_121,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_343,True,False,False,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_7,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_350,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_591,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_652,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_999,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_425,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_883,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_28,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_161,True,False,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_870,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_342,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_36,True,False,True,True,True,True,True,True,False,True,False
Streptococcus vestibularis_gapfilled_557,True,False,True,True,True,False,False,True,False,True,False
Streptococcus vestibularis_gapfilled_333,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_541,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_785,False,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_363,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_966,False,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_158,False,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_418,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_381,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_439,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_764,False,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_695,True,False,True,True,True,False,False,True,False,True,True
Streptococcus vestibularis_gapfilled_539,True,False,False,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_460,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_6,True,False,True,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_563,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_723,True,False,False,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_501,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_24,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_458,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_409,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_628,True,True,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_775,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_174,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_584,False,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_357,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_246,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_617,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_523,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_762,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_432,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_962,True,False,True,False,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_995,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_820,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_882,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_625,True,False,False,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_274,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_163,False,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_155,False,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_299,True,True,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_961,True,False,True,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_789,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_823,False,False,True,True,False,True,True,False,True,False,False
Streptococcus vestibularis_gapfilled_176,True,False,True,True,False,True,True,False,False,False,False
Streptococcus vestibularis_gapfilled_271,True,True,True,True,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_362,True,False,True,True,True,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_256,False,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_750,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_641,True,False,True,True,False,False,True,False,False,False,False
Streptococcus vestibularis_gapfilled_731,True,False,True,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_383,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_493,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_494,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_167,False,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_454,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_618,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_275,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_467,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_657,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_195,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_180,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_806,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_80,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_348,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_626,True,False,True,True,True,False,False,True,False,True,True
Streptococcus vestibularis_gapfilled_884,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_871,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_763,True,False,True,True,True,False,True,False,False,True,False
Streptococcus vestibularis_gapfilled_754,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_826,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_112,True,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_291,True,False,True,True,False,False,False,False,True,False,True
Streptococcus vestibularis_gapfilled_684,True,False,False,True,False,True,True,False,False,False,True
Streptococcus vestibularis_gapfilled_942,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_648,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_193,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_379,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_365,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_258,False,False,True,True,False,True,True,True,False,False,False
Streptococcus vestibularis_gapfilled_470,True,False,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_156,False,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_407,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_710,True,True,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_730,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_555,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_317,True,False,True,False,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_706,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_738,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_416,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_933,True,False,True,False,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_64,True,False,True,True,False,False,False,False,True,False,True
Streptococcus vestibularis_gapfilled_127,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_21,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_286,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_175,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_361,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_227,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_835,True,False,True,True,True,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_388,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_374,True,False,True,True,True,False,False,True,False,True,False
Streptococcus vestibularis_gapfilled_954,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_421,False,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_805,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_295,True,False,False,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_346,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_765,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_311,True,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_405,False,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_264,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_165,False,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_991,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_846,True,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_656,True,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_105,True,False,True,True,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_968,True,True,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_646,True,False,True,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_10,True,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_678,True,False,True,True,False,True,True,False,False,False,False
Streptococcus vestibularis_gapfilled_18,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_897,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_245,True,True,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_959,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_919,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_536,False,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_673,True,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_901,True,False,False,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_154,False,False,True,True,False,True,False,False,True,False,False
Streptococcus vestibularis_gapfilled_908,True,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_15,True,False,True,True,True,False,False,True,False,True,True
Streptococcus vestibularis_gapfilled_126,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_681,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_287,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_552,True,True,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_52,False,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_344,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_850,False,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_117,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_122,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_784,True,False,True,False,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_277,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_903,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_950,True,False,True,True,False,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_440,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_661,True,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_722,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_898,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_34,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_930,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_266,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_825,False,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_585,False,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_808,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_229,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_524,True,False,True,True,False,True,True,False,False,False,True
Streptococcus vestibularis_gapfilled_615,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_90,True,False,False,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_788,True,True,True,True,True,True,False,False,True,True,False
Streptococcus vestibularis_gapfilled_577,True,False,True,True,True,False,False,True,False,False,False
Streptococcus vestibularis_gapfilled_433,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_369,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_975,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_101,False,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_140,False,False,False,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_218,True,True,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_319,True,False,True,True,False,True,False,True,False,False,False
Streptococcus vestibularis_gapfilled_173,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_985,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_144,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_535,False,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_735,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_724,True,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_693,True,True,True,False,True,False,False,False,False,True,False
Streptococcus vestibularis_gapfilled_417,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_979,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_914,True,False,True,True,True,True,False,True,False,True,False
Streptococcus vestibularis_gapfilled_518,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_98,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_887,True,False,True,False,True,False,False,False,True,True,False
Streptococcus vestibularis_gapfilled_834,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_453,True,False,True,True,False,True,False,False,True,False,True
Streptococcus vestibularis_gapfilled_221,True,False,True,True,False,False,False,True,False,False,True
Streptococcus vestibularis_gapfilled_934,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_571,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_513,True,True,True,True,True,False,False,False,True,True,True
Streptococcus vestibularis_gapfilled_255,True,False,True,True,False,True,False,True,False,False,True
Streptococcus vestibularis_gapfilled_838,True,False,True,True,False,False,False,False,True,False,False
Streptococcus vestibularis_gapfilled_556,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_987,True,False,False,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_699,False,False,True,True,False,True,False,False,False,False,True
Streptococcus vestibularis_gapfilled_364,True,False,True,True,True,True,False,True,False,True,True
Streptococcus vestibularis_gapfilled_506,True,False,True,True,False,False,False,False,False,False,True
Streptococcus vestibularis_gapfilled_912,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_99,True,False,True,True,True,False,False,False,False,True,True
Streptococcus vestibularis_gapfilled_767,True,False,True,True,True,True,False,False,False,True,False
Streptococcus vestibularis_gapfilled_744,True,False,True,True,False,False,False,False,False,False,False
Streptococcus vestibularis_gapfilled_505,True,False,True,True,True,True,False,False,False,True,True
Streptococcus vestibularis_gapfilled_969,True,False,True,True,False,False,True,False,False,False,True
Streptococcus vestibularis_gapfilled_172,True,False,True,True,False,True,True,False,False,False,True
Streptococcus vestibularis_gapfilled_551,True,False,True,True,False,True,False,False,False,False,False
Streptococcus vestibularis_gapfilled_150,True,False,False,True,False,True,False,False,False,False,True
