# gapseq version: 1.2 54b56c7c
# Transporter sequence DB md5sum: b99a77e (2023-11-25)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q82VN5|3.A.1.10.4	3.A.1.10.4	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q82VN5|3.A.1.10.4	36.280	2.40e-49	175	94	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	449121	448162	transporter
gnl|TC-DB|Q82VN5|3.A.1.10.4	3.A.1.10.4	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q82VN5|3.A.1.10.4	36.280	2.40e-49	175	94	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	449121	448162	transporter
gnl|TC-DB|A1JLH0|3.A.1.10.5	3.A.1.10.5	Iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|A1JLH0|3.A.1.10.5	35.473	6.94e-42	153	87	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582314	2581442	transporter
gnl|TC-DB|A1JLH0|3.A.1.10.5	3.A.1.10.5	Iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|A1JLH0|3.A.1.10.5	35.473	6.94e-42	153	87	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582314	2581442	transporter
gnl|TC-DB|Q5SHV2|3.A.1.10.6	3.A.1.10.6	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q5SHV2|3.A.1.10.6	25.475	1.01e-08	53.5	78	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	451744	450983	transporter
gnl|TC-DB|Q5SHV2|3.A.1.10.6	3.A.1.10.6	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q5SHV2|3.A.1.10.6	25.475	1.01e-08	53.5	78	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	451744	450983	transporter
gnl|TC-DB|P30963|3.A.1.107.1	3.A.1.107.1	heme	EX_cpd00028_e0	rxn05148,rxn09115,rxn27591	gnl|TC-DB|P30963|3.A.1.107.1	34.659	1.65e-13	65.5	100	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1004531	1005052	transporter
gnl|TC-DB|K6BJ24|3.A.1.107.4	3.A.1.107.4	heme	EX_cpd00028_e0	rxn05148,rxn09115,rxn27591	gnl|TC-DB|K6BJ24|3.A.1.107.4	29.714	1.45e-15	72.0	85	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2137918	2137421	transporter
gnl|TC-DB|Q9KWT9|3.A.1.1.10	3.A.1.1.1	arabinose	EX_cpd00185_e0	rxn10822	gnl|TC-DB|Q9KWT9|3.A.1.1.10	51.648	7.15e-109	347	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|Q9KWT9|3.A.1.1.10	3.A.1.1.1	arabinose	EX_cpd00224_e0	rxn05173,rxn08139,rxn11063	gnl|TC-DB|Q9KWT9|3.A.1.1.10	51.648	7.15e-109	347	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|Q9KWT9|3.A.1.1.10	3.A.1.1.1	galactose	EX_cpd00108_e0	rxn05162,rxn08573	gnl|TC-DB|Q9KWT9|3.A.1.1.10	51.648	7.15e-109	347	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|Q9KWT9|3.A.1.1.10	3.A.1.1.1	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q9KWT9|3.A.1.1.10	51.648	7.15e-109	347	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|Q9KWT9|3.A.1.1.10	3.A.1.1.1	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q9KWT9|3.A.1.1.10	51.648	7.15e-109	347	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|Q9KWT9|3.A.1.1.10	3.A.1.1.1	mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q9KWT9|3.A.1.1.10	51.648	7.15e-109	347	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|Q9KWT9|3.A.1.1.10	3.A.1.1.1	sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q9KWT9|3.A.1.1.10	51.648	7.15e-109	347	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|Q9KWT9|3.A.1.1.10	3.A.1.1.1	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q9KWT9|3.A.1.1.10	51.648	7.15e-109	347	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|Q9KWT9|3.A.1.1.10	3.A.1.1.1	xylose	EX_cpd00154_e0	rxn05167,rxn09383	gnl|TC-DB|Q9KWT9|3.A.1.1.10	51.648	7.15e-109	347	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|P69874|3.A.1.11.1	3.A.1.11.1	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|P69874|3.A.1.11.1	39.818	2.33e-66	225	84	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455633	1456604	transporter
gnl|TC-DB|P69874|3.A.1.11.1	3.A.1.11.1	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|P69874|3.A.1.11.1	39.818	2.33e-66	225	84	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455633	1456604	transporter
gnl|TC-DB|P31134|3.A.1.11.2	3.A.1.11.2	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|P31134|3.A.1.11.2	41.796	4.97e-69	233	92	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455603	1456556	transporter
gnl|TC-DB|Q97UY8|3.A.1.1.13	3.A.1.1.13	galactose	EX_cpd00108_e0	rxn05162,rxn08573	gnl|TC-DB|Q97UY8|3.A.1.1.13	41.000	6.14e-62	211	97	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455582	1456466	transporter
gnl|TC-DB|Q97UY8|3.A.1.1.13	3.A.1.1.13	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q97UY8|3.A.1.1.13	41.000	6.14e-62	211	97	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455582	1456466	transporter
gnl|TC-DB|Q97UY8|3.A.1.1.13	3.A.1.1.13	mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q97UY8|3.A.1.1.13	41.000	6.14e-62	211	97	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455582	1456466	transporter
gnl|TC-DB|Q97UF2|3.A.1.1.14	3.A.1.1.14	arabinose	EX_cpd00185_e0	rxn10822	gnl|TC-DB|Q97UF2|3.A.1.1.14	37.113	1.14e-54	191	77	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582314	2581463	transporter
gnl|TC-DB|Q97UF2|3.A.1.1.14	3.A.1.1.14	arabinose	EX_cpd00224_e0	rxn05173,rxn08139,rxn11063	gnl|TC-DB|Q97UF2|3.A.1.1.14	37.113	1.14e-54	191	77	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582314	2581463	transporter
gnl|TC-DB|Q97UF2|3.A.1.1.14	3.A.1.1.14	xylose	EX_cpd00154_e0	rxn05167,rxn09383	gnl|TC-DB|Q97UF2|3.A.1.1.14	37.113	1.14e-54	191	77	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582314	2581463	transporter
gnl|TC-DB|Q97ZC0|3.A.1.1.15	3.A.1.1.15	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q97ZC0|3.A.1.1.15	47.347	2.87e-76	251	93	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455603	1456337	transporter
gnl|TC-DB|P46903|3.A.1.115.1	3.A.1.115.1	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|P46903|3.A.1.115.1	35.945	1.68e-43	154	100	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2104187	2103549	transporter
gnl|TC-DB|Q7UQ83|3.A.1.115.2	3.A.1.115.2	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|Q7UQ83|3.A.1.115.2	36.364	1.30e-34	128	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1657241	1657900	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.16	Maltodextrin	EX_cpd11976_e0	rxn11140	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	56.452	3.75e-106	339	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582254	2581364	transporter
gnl|TC-DB|Q1M7Q1|3.A.1.11.6	3.A.1.11.6	gamma-aminobutyric acid	EX_cpd00281_e0	rxn13794	gnl|TC-DB|Q1M7Q1|3.A.1.11.6	37.209	6.09e-56	194	98	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749439	748531	transporter
gnl|TC-DB|Q9R9Q4|3.A.1.1.17	3.A.1.1.17	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q9R9Q4|3.A.1.1.17	50.641	1.37e-92	299	96	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749439	748528	transporter
gnl|TC-DB|Q9R9Q4|3.A.1.1.17	3.A.1.1.17	sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q9R9Q4|3.A.1.1.17	50.641	1.37e-92	299	96	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749439	748528	transporter
gnl|TC-DB|Q9R9Q4|3.A.1.1.17	3.A.1.1.17	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q9R9Q4|3.A.1.1.17	50.641	1.37e-92	299	96	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749439	748528	transporter
gnl|TC-DB|Q97Q42|3.A.1.11.7	3.A.1.11.7	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|Q97Q42|3.A.1.11.7	37.433	1.92e-66	225	92	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455591	1456652	transporter
gnl|TC-DB|Q97Q42|3.A.1.11.7	3.A.1.11.7	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|Q97Q42|3.A.1.11.7	37.433	1.92e-66	225	92	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455591	1456652	transporter
gnl|TC-DB|Q5HGY5|3.A.1.11.8	3.A.1.11.8	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|Q5HGY5|3.A.1.11.8	36.538	5.48e-52	182	91	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	449085	448153	transporter
gnl|TC-DB|P77795|3.A.1.11.9	3.A.1.11.9	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|P77795|3.A.1.11.9	42.806	2.66e-53	186	83	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582305	2581481	transporter
gnl|TC-DB|P77795|3.A.1.11.9	3.A.1.11.9	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|P77795|3.A.1.11.9	42.806	2.66e-53	186	83	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582305	2581481	transporter
gnl|TC-DB|Q9HTI8|3.A.1.12.12	3.A.1.12.12	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q9HTI8|3.A.1.12.12	32.258	9.46e-35	133	76	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	651546	650668	transporter
gnl|TC-DB|Q9HTI8|3.A.1.12.12	3.A.1.12.12	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|Q9HTI8|3.A.1.12.12	32.258	9.46e-35	133	76	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	651546	650668	transporter
gnl|TC-DB|Q9HTI8|3.A.1.12.12	3.A.1.12.12	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q9HTI8|3.A.1.12.12	32.258	9.46e-35	133	76	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	651546	650668	transporter
gnl|TC-DB|A9CI32|3.A.1.12.13	3.A.1.12.13	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|A9CI32|3.A.1.12.13	33.000	3.31e-39	145	86	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455642	1456505	transporter
gnl|TC-DB|P33360|3.A.1.12.15	3.A.1.12.15	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|P33360|3.A.1.12.15	36.364	8.12e-42	151	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2029823	2030536	transporter
gnl|TC-DB|P33360|3.A.1.12.15	3.A.1.12.15	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|P33360|3.A.1.12.15	36.364	8.12e-42	151	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2029823	2030536	transporter
gnl|TC-DB|P33360|3.A.1.12.15	3.A.1.12.15	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|P33360|3.A.1.12.15	36.364	8.12e-42	151	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2029823	2030536	transporter
gnl|TC-DB|Q9X103|3.A.1.1.22	3.A.1.1.22	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q9X103|3.A.1.1.22	55.482	8.38e-102	327	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582227	2581355	transporter
gnl|TC-DB|Q9X103|3.A.1.1.22	3.A.1.1.22	maltotetraose	EX_cpd01399_e0	rxn08877,rxn10173	gnl|TC-DB|Q9X103|3.A.1.1.22	55.482	8.38e-102	327	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582227	2581355	transporter
gnl|TC-DB|Q9X103|3.A.1.1.22	3.A.1.1.22	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q9X103|3.A.1.1.22	55.482	8.38e-102	327	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582227	2581355	transporter
gnl|TC-DB|Q45460|3.A.1.12.3	3.A.1.12.3	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|Q45460|3.A.1.12.3	37.288	7.23e-51	180	96	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455591	1456412	transporter
gnl|TC-DB|Q72L52|3.A.1.1.24	3.A.1.1.24	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q72L52|3.A.1.1.24	48.628	1.57e-111	355	97	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455582	1456763	transporter
gnl|TC-DB|Q72L52|3.A.1.1.24	3.A.1.1.24	mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q72L52|3.A.1.1.24	48.628	1.57e-111	355	97	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455582	1456763	transporter
gnl|TC-DB|O34992|3.A.1.12.4	3.A.1.12.4	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|O34992|3.A.1.12.4	26.946	1.32e-22	97.1	81	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2074128	2075057	transporter
gnl|TC-DB|O34992|3.A.1.12.4	3.A.1.12.4	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|O34992|3.A.1.12.4	26.946	1.32e-22	97.1	81	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2074128	2075057	transporter
gnl|TC-DB|O34992|3.A.1.12.4	3.A.1.12.4	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|O34992|3.A.1.12.4	26.946	1.32e-22	97.1	81	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2074128	2075057	transporter
gnl|TC-DB|O34992|3.A.1.12.4	3.A.1.12.4	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|O34992|3.A.1.12.4	26.946	1.32e-22	97.1	81	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2074128	2075057	transporter
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72L52|3.A.1.1.25	48.628	1.57e-111	355	97	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455582	1456763	transporter
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72L52|3.A.1.1.25	48.628	1.57e-111	355	97	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455582	1456763	transporter
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q72L52|3.A.1.1.25	48.628	1.57e-111	355	97	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1455582	1456763	transporter
gnl|TC-DB|P94360|3.A.1.1.26	3.A.1.1.26	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|P94360|3.A.1.1.26	57.282	7.27e-108	344	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582266	2581355	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q9KKE1|3.A.1.12.6	41.304	8.68e-48	167	98	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	449130	448474	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q9KKE1|3.A.1.12.6	41.304	8.68e-48	167	98	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	449130	448474	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q9KKE1|3.A.1.12.6	41.304	8.68e-48	167	98	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	449130	448474	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9KKE1|3.A.1.12.6	41.304	8.68e-48	167	98	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	449130	448474	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9KKE1|3.A.1.12.6	41.304	8.68e-48	167	98	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	449130	448474	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8DT25|3.A.1.1.27	49.471	2.22e-112	357	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	maltotetraose	EX_cpd01399_e0	rxn08877,rxn10173	gnl|TC-DB|Q8DT25|3.A.1.1.27	49.471	2.22e-112	357	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q8DT25|3.A.1.1.27	49.471	2.22e-112	357	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	raffinose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00752|3.A.1.1.28	49.733	4.41e-110	351	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748519	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00752|3.A.1.1.28	49.733	4.41e-110	351	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748519	transporter
gnl|TC-DB|Q93A35|3.A.1.12.8	3.A.1.12.8	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q93A35|3.A.1.12.8	31.650	4.61e-44	158	89	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	651582	650728	transporter
gnl|TC-DB|Q93A35|3.A.1.12.8	3.A.1.12.8	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q93A35|3.A.1.12.8	31.650	4.61e-44	158	89	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	651582	650728	transporter
gnl|TC-DB|Q93A35|3.A.1.12.8	3.A.1.12.8	proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q93A35|3.A.1.12.8	31.650	4.61e-44	158	89	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	651582	650728	transporter
gnl|TC-DB|P23886|3.A.1.129.1	3.A.1.129.1	cysteine	EX_cpd00084_e0	rxn05237,rxn08280,rxn08281,rxn30473	gnl|TC-DB|P23886|3.A.1.129.1	26.690	4.79e-41	157	98	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1179467	1177800	transporter
gnl|TC-DB|Q9L0Q1|3.A.1.1.36	3.A.1.1.3	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q9L0Q1|3.A.1.1.36	58.549	6.73e-142	442	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582314	2581190	transporter
gnl|TC-DB|Q9L0Q1|3.A.1.1.36	3.A.1.1.3	glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|Q9L0Q1|3.A.1.1.36	58.549	6.73e-142	442	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582314	2581190	transporter
gnl|TC-DB|Q9L0Q1|3.A.1.1.36	3.A.1.1.3	phosphate	EX_cpd00009_e0	rxn05145,rxn09122	gnl|TC-DB|Q9L0Q1|3.A.1.1.36	58.549	6.73e-142	442	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582314	2581190	transporter
gnl|TC-DB|Q9L0Q1|3.A.1.1.36	3.A.1.1.3	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q9L0Q1|3.A.1.1.36	58.549	6.73e-142	442	99	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582314	2581190	transporter
gnl|TC-DB|Q88P35|3.A.1.1.30	3.A.1.1.30	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q88P35|3.A.1.1.30	45.205	3.43e-98	317	95	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|O50454|3.A.1.1.31	3.A.1.1.31	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|O50454|3.A.1.1.31	50.000	5.19e-109	348	98	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	749499	748507	transporter
gnl|TC-DB|P06609|3.A.1.13.1	3.A.1.13.1	cyanocob(III)alamin	EX_cpd03424_e0	rxn05187	gnl|TC-DB|P06609|3.A.1.13.1	35.870	8.47e-31	120	89	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	413855	414682	transporter
gnl|TC-DB|Q55035|3.A.1.1.32	3.A.1.1.32	glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|Q55035|3.A.1.1.32	53.517	2.12e-105	337	98	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2582314	2581358	transporter
gnl|TC-DB|G2SET5|3.A.1.132.14	3.A.1.132.14	Sulfate	EX_cpd00048_e0	rxn05153,rxn09276,rxn29239	gnl|TC-DB|G2SET5|3.A.1.132.14	37.915	2.02e-33	124	97	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	2902473	2901862	transporter
gnl|TC-DB|Q52900|3.A.1.132.2	3.A.1.132.2	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q52900|3.A.1.132.2	36.681	8.95e-35	130	85	BX927147.1 Corynebacterium glutamicum ATCC 13032, IS fingerprint type 4-5, complete genome	1004501	1005175	transporter
